"rgn_id","habitat","boolean"
1,"coral",1
5,"coral",1
4,"coral",1
2,"coral",1
3,"coral",1
1,"mangrove",1
5,"mangrove",1
4,"mangrove",1
2,"mangrove",1
3,"mangrove",1
1,"mangrove_inland1km",1
5,"mangrove_inland1km",1
4,"mangrove_inland1km",1
2,"mangrove_inland1km",1
3,"mangrove_inland1km",1
1,"mangrove_offshore1km",1
5,"mangrove_offshore1km",1
4,"mangrove_offshore1km",1
2,"mangrove_offshore1km",1
3,"mangrove_offshore1km",1
1,"rocky_reef",1
5,"rocky_reef",1
4,"rocky_reef",1
2,"rocky_reef",1
3,"rocky_reef",1
1,"soft_bottom",1
5,"soft_bottom",1
4,"soft_bottom",1
2,"soft_bottom",1
3,"soft_bottom",1
